id,page_id,data_type_code
2844,20633,DOC
2855,20633,DOC
2892,20677,DOC
2907,20677,DOC
2909,20692,PDF
2911,20682,PDF
2944,20711,DOC
2954,20715,DOC
2965,20747,DOC
2975,20757,DOC
2992,20757,DOC
2998,20717,PDF
3002,20730,PDF
3006,20732,DOC
3015,20737,PDF
3024,20764,DOC
3029,20764,DOC
3031,20764,DOC
3037,20781,DOC
3046,20763,PDF
3055,20787,PDF
3054,20780,PDF
3065,20772,PDF
3066,20774,DOC
3068,20775,PDF
3074,20775,PDF
435,577,PDF
438,587,PDF
456,4000,PDF
489,7698,PDF
498,7352,PDF
500,7365,PDF
543,7138,DOC
572,3442,DOC
589,3881,DOC
605,3238,PDF
613,3893,PDF
651,9172,DOC
676,9196,DOC
692,9584,PDF
703,9617,PDF
720,9588,PDF
750,9648,PDF
755,9646,PDF
762,9653,PDF
809,9530,PDF
816,9535,PDF
836,9689,PDF
837,9693,DOC
849,9723,PDF
868,9707,PDF
873,9657,PDF
884,9702,PDF
917,9656,PDF
937,9705,PDF
982,1495,PDF
983,1492,PDF
990,1496,PDF
997,10933,DOC
1026,10941,DOC
1051,10957,DOC
1062,10975,DOC
1063,10975,DOC
1076,3660,PDF
1089,1254,PDF
1098,1510,PDF
1100,1510,PDF
1101,1518,PDF
1108,1522,PDF
1117,3931,DOC
1135,1961,DOC
1137,1965,DOC
1161,12587,PDF
1169,12727,DOC
1190,1988,DOC
1200,13932,DOC
1210,2002,PDF
1214,2005,PDF
1236,14551,PDF
1240,14558,DOC
1251,14555,PDF
1270,14567,PDF
1273,14588,PDF
1306,14621,PDF
1321,14651,PDF
1323,14594,PDF
1374,14647,PDF
1376,14647,PDF
1383,14722,PDF
1388,14766,DOC
1402,14870,DOC
1430,15347,PDF
1454,15385,PDF
1468,15357,PDF
1483,15686,PDF
1490,15693,DOC
1541,15457,PDF
1581,16086,PDF
1582,16059,DOC
1638,15416,DOC
1634,15414,PDF
1625,15525,PDF
1678,15523,DOC
1683,15545,PDF
1702,16003,PDF
1714,16028,DOC
1716,16038,DOC
1746,15825,PDF
1767,15857,PDF
1782,15773,PDF
1808,15913,DOC
1817,15911,DOC
1830,15738,PDF
1860,15512,PDF
1878,15543,DOC
1889,15594,DOC
1915,16210,DOC
1960,3981,DOC
1971,3948,PDF
1988,4003,PDF
2003,3939,PDF
2023,4090,PDF
2025,4050,PDF
2034,3384,DOC
2045,3385,DOC
2055,2276,PDF
2083,2851,PDF
2125,3299,DOC
2133,3401,DOC
2245,18473,PDF
2246,18473,PDF
2270,18465,PDF
2272,18447,PDF
2274,18462,PDF
2335,18532,PDF
2348,18530,PDF
2357,18531,PDF
2406,2613,PDF
2422,2766,PDF
2430,18894,PDF
2437,19023,PDF
2460,18903,PDF
2474,18949,PDF
2488,19320,PDF
2500,2801,DOC
2505,2821,PDF
2561,5840,DOC
2577,3632,DOC
2587,20310,PDF
2606,20362,DOC
2618,20398,DOC
2633,20427,PDF
2639,20455,DOC
2653,20461,PDF
2701,20514,DOC
2719,20587,DOC
2755,20560,PDF
2774,20617,DOC
2822,20569,PDF
2827,20561,PDF
2866,20661,PDF
2868,20661,PDF
436,574,PDF
443,589,DOC
458,4006,DOC
466,7574,PDF
478,7735,DOC
502,7365,PDF
524,7323,PDF
523,7357,PDF
544,7144,DOC
573,3442,DOC
601,7311,PDF
611,3882,PDF
614,3893,PDF
620,3217,PDF
653,9188,PDF
677,9200,PDF
690,9589,PDF
705,9574,PDF
719,9588,PDF
751,9647,PDF
752,9648,PDF
757,9647,PDF
825,9539,PDF
860,9725,PDF
870,9675,PDF
901,9420,PDF
919,3614,PDF
939,10656,PDF
968,1499,PDF
970,1500,DOC
992,1491,PDF
1021,10950,DOC
1034,10958,PDF
1041,10958,PDF
1077,3652,PDF
1103,1521,PDF
1133,1957,DOC
1149,12594,DOC
1162,13169,DOC
1163,13169,DOC
1258,14560,PDF
1274,14565,PDF
1310,14627,PDF
1311,14631,PDF
1337,14610,DOC
1379,14679,PDF
1403,14868,DOC
1431,15324,PDF
1458,15385,PDF
1463,15712,DOC
1487,15693,DOC
1517,15687,DOC
1521,15726,PDF
1539,15447,PDF
1545,15470,PDF
1591,16077,DOC
1592,16089,DOC
1604,16076,PDF
1647,15432,PDF
1652,15432,PDF
1663,15473,PDF
1689,15571,PDF
1709,16021,DOC
1722,16045,DOC
1729,15797,PDF
1744,15823,PDF
1758,15806,PDF
1771,15837,PDF
1795,15820,PDF
1815,15822,PDF
1826,15738,PDF
1870,15505,PDF
1880,15543,DOC
1893,15605,PDF
1901,15649,DOC
1925,16238,PDF
1941,3940,DOC
2056,2277,PDF
2085,2848,DOC
2136,4100,PDF
2173,18424,PDF
2193,3794,PDF
2254,18522,PDF
2255,18481,PDF
2252,3813,PDF
2287,18495,PDF
2289,18512,PDF
2293,18506,PDF
2334,18546,PDF
2379,3833,PDF
2353,18547,PDF
2361,18543,PDF
2395,18797,DOC
2397,18797,DOC
2407,2601,PDF
2418,2766,PDF
2439,19025,PDF
2454,19036,PDF
2476,18949,PDF
2490,19327,PDF
2558,2472,PDF
2572,3639,PDF
2613,20370,PDF
2630,20415,PDF
2663,20483,PDF
2672,20494,PDF
2687,20523,PDF
2689,20527,PDF
2705,20525,DOC
2726,20528,PDF
2732,20533,PDF
2759,20565,PDF
2779,20535,PDF
2781,20543,PDF
2804,20576,PDF
2847,20632,PDF
2872,20670,DOC
2874,20610,PDF
2890,20681,PDF
2913,20685,PDF
2921,20689,PDF
2923,20696,PDF
2943,20710,PDF
2958,20711,DOC
2966,20747,DOC
2976,20757,DOC
2988,20717,PDF
2995,20717,PDF
3005,20726,PDF
3007,20726,PDF
3017,20737,PDF
3030,20764,DOC
3034,20781,DOC
3038,20782,PDF
3040,20763,PDF
3056,20787,PDF
437,577,PDF
440,587,PDF
459,7143,DOC
464,7147,DOC
472,7726,DOC
481,7737,DOC
507,7369,PDF
531,7332,PDF
548,7154,DOC
574,3446,DOC
599,3896,PPT
607,3245,PDF
628,1984,PDF
655,9175,DOC
678,9571,PDF
706,9591,PDF
722,9658,PDF
739,9650,PDF
759,9653,PDF
804,9521,PDF
828,9603,DOC
842,9716,PDF
863,9725,PDF
878,9692,PDF
904,9422,PDF
909,9433,PDF
920,3613,PDF
940,10653,PDF
951,10670,PDF
960,1487,PDF
993,1491,PDF
1000,10935,DOC
1020,10952,DOC
1029,10945,DOC
1038,10958,PDF
1057,10968,DOC
1078,3678,DOC
1104,1520,PDF
1131,1957,DOC
1139,3917,PDF
1166,12721,DOC
1196,13932,DOC
1197,13932,DOC
1223,3382,PDF
1237,14566,PDF
1245,14593,DOC
1257,14555,PDF
1281,14571,PDF
1296,14607,PDF
1309,14627,PDF
1352,14630,PDF
1404,14875,PDF
1413,2233,PDF
1432,15345,PDF
1459,15398,PDF
1494,15382,PDF
1496,15709,PDF
1524,15383,PDF
1531,15406,PDF
1556,15485,PDF
1563,15507,PDF
1567,16051,PDF
1616,16118,DOC
1623,15541,PDF
1668,15491,PDF
1697,15789,PDF
1707,16012,DOC
1727,16048,DOC
1734,15817,PDF
1737,15818,PDF
1773,15815,PDF
1786,16032,PDF
1812,15913,DOC
1820,15911,DOC
1822,15755,PDF
1867,15505,PDF
1872,15518,PDF
1891,15605,PDF
2032,3517,PDF
2041,3385,DOC
2057,2277,PDF
2086,2848,DOC
2111,3615,PDF
2137,2466,PDF
2143,4113,PDF
2214,18468,PDF
2217,3808,PDF
2249,18519,PDF
2261,18457,PDF
2262,18453,PDF
2280,18489,PDF
2299,18756,DOC
2311,18518,PDF
2319,18521,PDF
2356,18544,PDF
2386,4144,PPT
2393,18792,DOC
2396,18797,DOC
2408,2613,PDF
2428,2780,PDF
2440,19023,PDF
2450,19054,PDF
2477,18955,DOC
2491,19327,PDF
2509,3393,PDF
2607,20362,DOC
2619,20393,PDF
2624,20393,PDF
2644,20437,PDF
2713,20581,PDF
2729,20528,PDF
2743,20539,PDF
2768,20606,PDF
2782,20540,PDF
2814,20603,PDF
2831,20612,PDF
2828,20561,PDF
2848,20640,DOC
2862,20652,DOC
2873,20673,PDF
2877,20676,PDF
2894,20681,PDF
2905,20682,PDF
2914,20686,PDF
2917,20689,PDF
2925,20699,PDF
2945,20710,PDF
2959,20711,DOC
2967,20749,PDF
2982,20758,PDF
2994,20718,PDF
2996,20718,PDF
3008,20730,PDF
3010,20735,PDF
3021,20760,DOC
3025,20765,PDF
428,921,PDF
457,4000,PDF
460,7150,DOC
494,7348,PDF
508,7318,PDF
529,7174,DOC
510,7359,PDF
549,7154,DOC
557,7168,DOC
558,7168,DOC
575,3442,DOC
593,3909,DOC
602,7311,PDF
657,9180,DOC
679,9565,PDF
708,9590,PDF
729,9596,PDF
743,9677,DOC
769,9687,DOC
820,9537,PDF
846,9716,PDF
875,9692,PDF
883,9699,PDF
921,9698,PDF
941,10653,PDF
978,1495,PDF
998,10935,DOC
1032,10955,DOC
1053,10957,DOC
1065,10977,DOC
1079,3697,DOC
1105,1519,PDF
1172,12727,DOC
1174,12742,DOC
1178,3922,PDF
1201,14080,PDF
1271,14567,PDF
1272,14576,PDF
1284,14577,PDF
1322,14651,PDF
1338,14610,DOC
1340,14620,PDF
1356,14677,PDF
1360,14687,PDF
1377,14647,PDF
1396,14774,DOC
1405,14875,PDF
1433,15327,PDF
1436,15338,PDF
1466,15357,PDF
1491,15382,PDF
1527,15383,PDF
1538,15457,PDF
1560,16019,DOC
1554,15496,PDF
1577,16086,PDF
1602,16107,DOC
1614,16110,DOC
1630,15408,PDF
1659,15463,PDF
1665,15487,PDF
1703,16007,DOC
1710,16023,PDF
1736,15817,PDF
1743,15823,PDF
1780,15862,PDF
1793,15734,PDF
1794,15729,PDF
1836,15903,DOC
1827,15729,PDF
1871,15521,PDF
1833,15805,PDF
1892,15613,PDF
1921,16228,DOC
1953,3975,DOC
1961,3961,PDF
1972,3973,PDF
1981,3994,PDF
1978,4003,PDF
2005,4078,PDF
2010,5783,DOC
2018,5783,DOC
2058,2277,PDF
2087,4016,PDF
2113,3631,PDF
2142,15539,DOC
2156,18410,PDF
2158,18413,PDF
2179,3789,PDF
2183,18425,PDF
2203,18444,PDF
2205,18445,PDF
2209,3808,PDF
2251,18516,PDF
2277,18489,PDF
2310,18536,PDF
2365,18496,PDF
2381,3833,PDF
2302,18514,PDF
2318,18455,PDF
2409,2625,PDF
2426,2780,PDF
2442,19074,PDF
2481,18971,PDF
2487,19310,PDF
2493,19327,PDF
2504,2818,DOC
2512,3396,DOC
2528,3626,DOC
2599,20355,PDF
2609,20387,PDF
2616,20385,DOC
2626,20401,PDF
2634,20421,PDF
2640,20430,PDF
2659,20476,DOC
2673,20504,PDF
2675,20506,PDF
2694,20502,PDF
2706,20577,PDF
2708,20577,PDF
2742,20542,DOC
2760,20568,PDF
2763,20590,PDF
2803,20586,PDF
2806,20595,PDF
2813,20557,PDF
2846,20632,PDF
2854,20642,PDF
2859,20633,DOC
429,921,PDF
461,7150,DOC
497,7352,PDF
486,7698,PDF
512,7357,PDF
577,3446,DOC
604,7311,PDF
609,3906,PPT
627,3230,PDF
658,9173,PDF
660,9180,DOC
680,9575,PDF
709,9580,PDF
718,9592,PDF
748,9647,PDF
768,9654,PDF
784,9392,PDF
787,9524,PDF
792,9509,PDF
795,9515,PDF
818,9535,PDF
822,9541,PDF
841,9713,PDF
847,9720,PDF
879,9700,PDF
890,9695,PDF
888,9527,PDF
910,9433,PDF
922,9416,PDF
943,10653,PDF
949,10657,PDF
967,1498,PDF
980,1502,PDF
1001,10939,PDF
1080,3690,DOC
1107,1520,PDF
1124,1511,PDF
1153,12520,DOC
1157,12577,DOC
1167,12721,DOC
1175,12742,DOC
1186,1988,DOC
1187,5770,DOC
1195,13940,DOC
1199,13940,DOC
1203,3927,PDF
1217,2004,PDF
1225,3382,PDF
1247,14587,PDF
1280,14590,PDF
1277,14568,PDF
1297,14607,PDF
1331,14645,PDF
1354,14630,PDF
1362,14657,PDF
1408,14883,DOC
1417,2239,DOC
1434,15327,PDF
1470,15357,PDF
1500,15727,PDF
1530,15415,PDF
1562,15507,PDF
1568,16068,PDF
1574,16095,PDF
1629,15530,PDF
1622,15544,PDF
1620,15513,PDF
1670,15499,PDF
1680,15537,DOC
1717,16038,DOC
1749,15830,PDF
1753,15852,PDF
1754,15873,PDF
1790,15810,PDF
1798,15747,PDF
1835,15903,DOC
1850,15579,DOC
1869,15518,PDF
1842,15744,PDF
1902,15654,DOC
1926,16238,PDF
1935,16273,DOC
1962,3955,PDF
1983,4003,PDF
1985,3994,PDF
2011,5785,DOC
2016,5785,DOC
2042,3385,DOC
2060,2277,PDF
2088,4031,PDF
2108,3575,PDF
2117,3634,DOC
2119,4124,PDF
2138,15539,DOC
2141,4113,PDF
2147,4113,PDF
2160,18410,PDF
2172,18424,PDF
2175,3395,DOC
2196,3821,PDF
2211,3808,PDF
2229,18474,PDF
2282,18461,PDF
2295,18506,PDF
2354,18482,PDF
2340,18471,PDF
2333,18550,PDF
2385,3851,PDF
2383,3851,PDF
2377,18511,PDF
2410,2625,PDF
2436,19025,PDF
2443,19044,PDF
2470,18925,PDF
2480,18971,PDF
2494,19327,PDF
2497,2788,DOC
2502,3398,DOC
2515,2813,PDF
2517,3406,DOC
2552,2470,PDF
2568,2657,PDF
2580,20307,PDF
2596,20325,PDF
2636,20448,PDF
2646,20440,PDF
2651,20456,PDF
2662,20488,DOC
2671,20504,PDF
2688,20523,PDF
2699,20507,PDF
2704,20525,DOC
2731,20528,PDF
2748,20555,PDF
2758,20565,PDF
2802,20564,PDF
430,921,PDF
462,7161,DOC
506,7359,PDF
511,7359,PDF
522,7357,PDF
553,7164,DOC
559,7168,DOC
563,3437,DOC
579,3449,DOC
595,3909,DOC
606,7311,PDF
623,3225,PDF
663,9185,DOC
681,9571,PDF
707,9616,PDF
710,9580,PDF
730,9595,PDF
765,9597,PDF
763,9190,DOC
781,9523,PDF
788,9506,PDF
799,9518,PDF
827,9545,PDF
864,9725,PDF
872,9675,PDF
898,9424,PDF
923,9450,PDF
944,10671,PDF
946,10673,PDF
958,1487,PDF
962,1490,DOC
1012,10947,DOC
1009,5765,PDF
1081,3697,DOC
1111,1523,PDF
1118,11460,PDF
1146,12239,PDF
1160,12587,PDF
1176,12742,DOC
1177,3922,PDF
1179,1990,DOC
1198,13940,DOC
1212,1999,PDF
1221,3933,DOC
1228,14541,PDF
1256,14565,PDF
1267,14565,PDF
1286,14579,PDF
1312,14631,PDF
1329,14640,PDF
1342,14620,PDF
1355,14655,PDF
1363,14693,PDF
1389,14766,DOC
1406,14883,DOC
1429,15347,PDF
1437,15348,PDF
1460,15390,PDF
1471,15367,PDF
1497,15715,PDF
1501,15722,PDF
1528,15392,PDF
1540,15415,PDF
1579,16052,DOC
1587,16059,DOC
1573,15500,PDF
1635,15414,PDF
1643,15422,PDF
1646,15432,PDF
1685,15550,PDF
1674,15517,PDF
1691,15571,PDF
1724,16048,DOC
1760,15809,PDF
1779,15862,PDF
1783,15857,PDF
1802,15826,PDF
1837,15922,DOC
1851,15576,PDF
1873,15521,PDF
1886,15587,PDF
1906,15675,DOC
1932,16269,DOC
1945,3940,DOC
1993,3979,PDF
2002,3989,PDF
2001,3939,PDF
2043,3385,DOC
2061,5787,DOC
2065,16773,PDF
2089,4031,PDF
2112,3615,PDF
2128,3391,DOC
2139,4113,PDF
2149,15539,DOC
2157,18411,PDF
2187,3789,PDF
2195,3821,PDF
2200,3821,PDF
2227,18487,PDF
2219,18446,PDF
2231,18467,PDF
2259,18457,PDF
2269,18463,PDF
2309,18536,PDF
2371,18501,PDF
2327,18530,PDF
2317,18518,PDF
2411,2613,PDF
2438,19025,PDF
2445,19049,PDF
2471,18949,PDF
2489,19320,PDF
2514,3405,DOC
2540,9478,PDF
2548,3830,PPT
2551,2468,PDF
2560,5828,DOC
2576,3625,DOC
2581,20307,PDF
2592,20325,PDF
2658,20476,DOC
2679,20520,PDF
2707,20574,PDF
2717,20584,PDF
2762,20590,PDF
2773,20614,PDF
2797,20556,PDF
2807,20595,PDF
2850,20621,DOC
427,733,PDF
463,7147,DOC
505,7359,PDF
509,7359,PDF
520,7357,PDF
547,7154,DOC
578,3449,DOC
596,3915,DOC
608,7311,PDF
625,3230,PDF
629,1986,DOC
640,9129,PDF
667,9365,PDF
683,9579,PDF
711,9587,PDF
713,9592,PDF
726,9642,PDF
758,9646,PDF
797,9505,PDF
812,9519,PDF
832,9545,PDF
857,9704,PDF
871,9657,PDF
908,9428,PDF
925,9439,PDF
947,10673,PDF
956,1487,PDF
973,1489,PDF
1014,10947,DOC
1025,10941,DOC
1055,10971,PDF
1082,3678,DOC
1099,1512,PDF
1106,1521,PDF
1114,1527,PDF
1152,12594,DOC
1155,12554,DOC
1171,12705,PDF
1188,5770,DOC
1206,2001,DOC
1285,14577,PDF
1282,14571,PDF
1289,14583,PDF
1343,14625,PDF
1353,14642,PDF
1350,14650,PDF
1409,14883,DOC
1440,15365,DOC
1472,15716,DOC
1489,15693,DOC
1504,15728,PDF
1520,15695,DOC
1529,15431,PDF
1544,15457,PDF
1565,16053,DOC
1570,15500,PDF
1589,16077,DOC
1641,15422,PDF
1682,15545,PDF
1671,15506,PDF
1694,15572,DOC
1725,16048,DOC
1752,15852,PDF
1764,15809,PDF
1776,15866,PDF
1805,15907,DOC
1839,15922,DOC
1852,15580,DOC
1874,15524,PDF
1838,15744,PDF
1897,15654,DOC
1917,16215,DOC
1969,3945,PDF
1975,3956,PDF
1979,3956,PDF
1992,4034,PDF
2017,5783,DOC
2046,3385,DOC
2062,5787,DOC
2068,16773,PDF
2091,4016,PDF
2151,18410,PDF
2152,18414,PDF
2169,18419,PDF
2188,3789,PDF
2194,3794,PDF
2208,18460,PDF
2218,3808,PDF
2253,18481,PDF
2256,18451,PDF
2273,18465,PDF
2286,18507,PDF
2290,18507,PDF
2315,18542,PDF
2330,18546,PDF
2372,18504,PDF
2362,18491,PDF
2382,3843,DOC
2378,18513,PDF
2345,18532,PDF
2412,2760,DOC
2447,19049,PDF
2495,19327,PDF
2503,3398,DOC
2516,2796,PDF
2520,3409,DOC
2532,3824,PDF
2541,3811,DOC
2562,5844,DOC
2579,20302,DOC
2582,20302,DOC
2595,20325,PDF
2597,20327,PDF
2598,20320,DOC
2610,20385,DOC
2611,20385,DOC
2625,20401,PDF
2632,20408,PDF
2637,20451,PDF
2648,20443,DOC
2709,20525,DOC
2714,20581,PDF
2766,20596,DOC
2769,20606,PDF
2785,20550,PDF
2816,20604,PDF
2820,20598,PDF
2858,20640,DOC
2860,20622,PDF
2869,20660,DOC
2876,20676,PDF
2895,20692,PDF
2904,20682,PDF
2918,20686,PDF
2920,20687,DOC
2924,20699,PDF
439,587,PDF
465,7574,PDF
476,7730,DOC
513,7357,PDF
521,7323,PDF
537,7344,PDF
581,3451,DOC
594,3915,DOC
610,7315,PDF
652,9182,DOC
684,9575,PDF
715,9592,PDF
749,9647,PDF
761,9653,PDF
802,9518,PDF
807,9505,PDF
811,9534,PDF
829,9678,PDF
855,9676,PDF
894,9408,PDF
906,1903,DOC
924,9439,PDF
948,10670,PDF
955,1183,PDF
965,1499,PDF
996,10939,PDF
1023,10947,DOC
1027,10941,DOC
1005,10660,PDF
1059,10968,DOC
1083,3678,DOC
1113,1526,DOC
1143,1197,PDF
1154,12554,DOC
1207,2001,DOC
1265,14560,PDF
1276,14572,PDF
1275,14568,PDF
1318,14649,PDF
1328,14598,PDF
1345,14642,PDF
1357,14657,PDF
1410,14884,DOC
1423,15316,PDF
1441,15361,PDF
1443,15365,DOC
1474,15716,DOC
1478,15713,PDF
1502,15718,PDF
1506,15724,PDF
1532,15427,PDF
1551,16016,DOC
1561,16022,DOC
1595,16093,DOC
1607,16108,DOC
1644,15448,PDF
1661,15466,PDF
1686,15561,PDF
1609,15436,PDF
1750,15847,PDF
1766,15834,PDF
1789,15790,PDF
1791,15752,PDF
1811,15907,DOC
1824,15478,PDF
1853,15580,DOC
1875,15524,PDF
1885,15564,PDF
1900,15665,DOC
1912,16210,DOC
1924,16238,PDF
1964,3971,PDF
2024,4082,PDF
2029,2615,PDF
2033,3517,PDF
2063,3976,PPT
2075,16783,PDF
2092,4038,DOC
2159,3392,DOC
2170,18424,PDF
2192,3794,PDF
2221,18476,PDF
2226,18487,PDF
2233,18509,PDF
2260,18470,PDF
2275,18466,PDF
2342,18549,PDF
2376,18511,PDF
2322,18534,PDF
2316,18518,PDF
2413,2635,PDF
2449,19054,PDF
2472,18955,DOC
2499,2801,DOC
2521,3409,DOC
2544,3823,PPT
2574,3632,DOC
2678,20510,PDF
2696,20498,DOC
2698,20507,PDF
2718,20587,DOC
2739,20542,DOC
2746,20552,PDF
2772,20614,PDF
2791,20559,PDF
2795,20553,PDF
2834,20654,PDF
2838,20619,PDF
2879,20676,PDF
2880,20676,PDF
2906,20677,DOC
2926,20699,PDF
2928,20703,DOC
2935,20703,DOC
2946,20710,PDF
2961,20711,DOC
2968,20739,DOC
2985,20758,PDF
2999,20718,PDF
3000,20744,PDF
3009,20730,PDF
3014,20756,PDF
3020,20762,PDF
3032,20779,PDF
3042,20786,PDF
3049,20786,PDF
3051,20766,PDF
3052,20763,PDF
3063,20783,PDF
3069,20775,PDF
3073,20775,PDF
3079,20789,PDF
3081,20789,PDF
3086,20793,DOC
3085,20770,PDF
3092,20795,PDF
441,590,PDF
468,7712,PDF
514,7359,PDF
528,7382,PDF
539,7708,PDF
582,3451,DOC
612,3893,PDF
633,3236,PDF
668,9365,PDF
685,9565,PDF
704,9617,PDF
712,9587,PDF
714,9587,PDF
728,9644,PDF
736,9703,PDF
741,9677,DOC
785,9392,PDF
791,9509,PDF
810,9505,PDF
815,9537,PDF
874,9675,PDF
896,10370,PDF
926,9445,PDF
959,1487,PDF
963,10666,PDF
1013,10947,DOC
1006,10663,PDF
1035,10946,PDF
1084,3690,DOC
1116,3931,DOC
1134,1508,PDF
1144,12228,PDF
1173,12742,DOC
1181,1989,DOC
1183,13840,PDF
1211,1999,PDF
1222,3933,DOC
1234,14549,PDF
1244,14580,PDF
1287,14579,PDF
1299,14603,PDF
1332,14601,PDF
1341,14620,PDF
1364,14693,PDF
1370,14666,PDF
1411,14884,DOC
1424,15316,PDF
1444,15374,DOC
1445,15370,DOC
1479,15713,PDF
1485,15373,PDF
1509,15678,DOC
1510,15724,PDF
1515,15721,PDF
1534,15447,PDF
1546,15441,PDF
1549,15441,PDF
1564,16046,PDF
1586,16071,DOC
1600,16102,DOC
1613,16110,DOC
1640,15422,PDF
1657,15463,PDF
1666,15487,PDF
1701,16003,PDF
1706,16012,DOC
1732,15812,PDF
1735,15817,PDF
1781,15785,PDF
1841,15924,DOC
1854,15579,DOC
1877,15529,PDF
1846,15794,PDF
1903,16204,PDF
1910,16210,DOC
1929,16262,DOC
1939,16291,DOC
1952,3961,PDF
1976,3994,PDF
1994,3979,PDF
2039,3947,PDF
2064,3976,PPT
2074,16785,PDF
2084,2859,DOC
2095,4047,DOC
2129,3394,DOC
2150,3392,DOC
2168,18418,PDF
2174,18424,PDF
2184,3789,PDF
2199,3821,PDF
2204,18444,PDF
2230,18467,PDF
2244,18484,PDF
2267,18459,PDF
2271,18465,PDF
2325,18529,PDF
2359,18531,PDF
2296,18514,PDF
2414,2760,DOC
2446,19049,PDF
2453,19054,PDF
2492,19320,PDF
2496,19373,PDF
2510,3396,DOC
2511,3402,DOC
2522,3409,DOC
2526,3626,DOC
2527,3638,PDF
2554,2472,PDF
2571,3639,PDF
2588,20312,DOC
2605,20362,DOC
2620,20387,PDF
2656,20470,PDF
2702,20522,PDF
2703,20574,PDF
2753,20560,PDF
2754,20560,PDF
2757,20563,DOC
2792,20570,PDF
2821,20575,PDF
2823,20569,PDF
2832,20654,PDF
2871,20661,PDF
442,596,PDF
470,7715,PDF
484,7740,DOC
518,7388,PDF
517,7326,PDF
583,3454,DOC
615,3217,PDF
661,9177,PDF
686,9565,PDF
700,9617,PDF
721,9587,PDF
723,9585,PDF
740,9650,PDF
760,9653,PDF
782,9502,PDF
786,9504,PDF
793,9511,PDF
794,9509,PDF
814,9530,PDF
819,9537,PDF
826,9539,PDF
839,9711,PDF
862,9725,PDF
877,9692,PDF
900,10372,PDF
903,9422,PDF
927,9442,PDF
971,1500,DOC
976,1501,PDF
1010,10947,DOC
1036,10958,PDF
1045,10959,PDF
1085,3678,DOC
1122,3931,DOC
1127,1511,PDF
1192,2074,PDF
1209,2002,PDF
1232,14548,PDF
1239,14558,DOC
1262,14560,PDF
1279,14568,PDF
1308,14627,PDF
1315,14631,PDF
1334,14606,PDF
1365,14668,PDF
1382,14718,DOC
1412,14883,DOC
1418,5779,PDF
1448,15374,DOC
1475,15713,PDF
1481,15378,PDF
1507,15726,PDF
1513,15724,PDF
1548,15441,PDF
1596,16093,DOC
1612,16114,DOC
1649,15448,PDF
1688,15571,PDF
1695,15575,PDF
1605,15436,PDF
1723,16045,DOC
1748,15832,PDF
1757,15806,PDF
1804,15820,PDF
1821,15915,DOC
1856,15497,PDF
1876,15534,PDF
1894,15645,PDF
1904,16206,DOC
1927,16253,DOC
1936,16291,DOC
1937,16288,DOC
1955,3955,PDF
1957,3960,DOC
1996,3989,PDF
2028,3997,PDF
2047,3951,PDF
2066,16768,DOC
2096,4016,PDF
2101,4056,PDF
2145,4113,PDF
2155,18410,PDF
2181,3789,PDF
2191,3794,PDF
2202,18445,PDF
2215,18472,PDF
2238,18510,PDF
2258,18464,PDF
2264,18452,PDF
2281,3827,PDF
2324,18524,PDF
2323,18517,PDF
2366,18543,PDF
2398,4153,PDF
2400,2773,DOC
2419,18884,PDF
2455,19032,PDF
2458,19032,PDF
2523,3409,DOC
2534,3840,PDF
2543,3817,PPT
2557,2473,PDF
2564,5848,DOC
2567,14663,PDF
2569,2657,PDF
2578,20295,PDF
2586,20302,DOC
2593,20316,PDF
2603,20355,PDF
2622,20378,PDF
2643,20437,PDF
2666,20492,PDF
2668,20493,PDF
2670,20513,PDF
2676,20494,PDF
2680,20519,PDF
2700,20514,DOC
2711,20579,DOC
2720,20587,DOC
2752,20558,DOC
2765,20596,DOC
2775,20578,PDF
2809,20597,PDF
2825,20567,PDF
2849,20634,PDF
2870,20667,PDF
2881,20681,PDF
2886,20677,DOC
2912,20686,PDF
2929,20703,DOC
2931,20706,PDF
2932,20706,PDF
2947,20713,PDF
2955,20715,DOC
2969,20749,PDF
2991,20718,PDF
444,596,PDF
471,7724,DOC
527,7357,PDF
525,7357,PDF
584,3456,DOC
618,3217,PDF
654,9182,DOC
670,1483,PDF
687,9581,PDF
717,9593,PDF
725,9583,PDF
745,9647,PDF
776,9654,PDF
789,9524,PDF
803,9521,PDF
817,9537,PDF
840,9711,PDF
885,9695,PDF
893,9688,PDF
928,9454,PDF
945,10671,PDF
966,1489,PDF
985,1494,PDF
1040,10958,PDF
1069,11051,PDF
1087,3697,DOC
1095,11219,PDF
1110,1516,PDF
1119,11460,PDF
1215,2000,PDF
1219,4233,PDF
1229,14541,PDF
1235,14553,PDF
1241,14580,PDF
1243,14597,PDF
1264,14565,PDF
1290,14583,PDF
1295,14603,PDF
1319,14651,PDF
1351,14650,PDF
1367,14629,PDF
1393,14777,DOC
1414,2233,PDF
1425,15335,PDF
1447,15361,PDF
1453,15374,DOC
1488,15693,DOC
1495,15382,PDF
1518,15691,PDF
1522,15519,PDF
1523,15519,PDF
1543,15457,PDF
1547,15480,PDF
1558,15483,PDF
1585,16052,DOC
1594,16093,DOC
1637,15422,PDF
1621,15513,PDF
1645,15440,PDF
1676,15517,PDF
1679,15537,DOC
1692,15571,PDF
1712,16028,DOC
1718,16038,DOC
1728,16048,DOC
1763,15821,PDF
1765,15869,PDF
1810,15909,DOC
